Bought Item,Confidence,Expected To Be Bought,Lift,Support,_id
Lime Pickle,0.2438356164383562,Onion Bhajee,3.67041095890411,0.006643278345898336,214
Lime Pickle,0.16164383561643836,Onion Chutney,5.143806331955878,0.004403971038292155,215
Lime Pickle,0.11506849315068493,Onion Chutney,5.929125395152793,0.0031350302306486525,216
Lime Pickle,0.3424657534246575,Onion Chutney,5.874537386210162,0.009330447115025751,217
Lime Pickle,0.2273972602739726,Onion Chutney,9.259699379606113,0.006195416884377099,218
Lime Pickle,0.19178082191780824,Peshwari Naan,4.847712587231844,0.0052250503844144215,219
Pilau Rice,0.8357142857142856,Plain Papadum,3.113477276338789,0.008733298499664104,220
Lime Pickle,0.13424657534246576,Pilau Rice,6.180417078567057,0.0036575352690900948,221
Lime Pickle,0.2684931506849315,Red Sauce,7.094679960011889,0.0073150705381801896,222
Lime Pickle,0.12876712328767123,Plain Papadum,4.0686159214267255,0.003508248115249683,223
Mango Chutney,0.3552631578947368,Onion Chutney,4.61188035495716,0.004030753153691125,224
Madras,0.4375,Mushroom Rice,4.036630509641873,0.0036575352690900948,225
Madras,0.8392857142857143,Plain Papadum,3.1267827347846815,0.007016496230499366,226
Mango Chutney,0.918918918918919,Plain Papadum,3.4234584974295768,0.005075763230574009,227
Mango Chutney,0.8541666666666667,Plain Papadum,3.1822221449758996,0.003060386653728447,228
Mango Chutney,0.34591194968553457,Mint Sauce,3.1675887832789518,0.004105396730611331,229
Mango Chutney,0.32075471698113206,Onion Chutney,4.1639059529033196,0.0038068224229305067,230
Mango Chutney,0.4322033898305085,Mint Sauce,3.957777726287985,0.0038068224229305067,231
Mushroom Bhajee,0.24169184290030213,Mango Chutney,4.497146693521317,0.005971486153616481,232
Mango Chutney,0.4291187739463601,Mint Sauce,3.929531247135602,0.008360080615063074,233
Mango Chutney,0.34799420009666504,Mint Sauce,3.186656390085455,0.05374337538254833,234
Mango Chutney,0.1043982600289995,Mint Sauce,3.7396349989532256,0.0161230126147645,235
Mango Chutney,0.14644755920734653,Onion Chutney,4.087412397293378,0.02261700380682242,236
Mint Sauce,0.1134654818865345,Mango Chutney,4.444728248052347,0.012390833768754198,237
Mango Chutney,0.166747220879652,Pilau Rice,3.5914992252808644,0.025752034037471075,238
Mango Chutney,0.10826486225229578,Mint Sauce,3.4208121688537894,0.016720161230126148,239
Mango Chutney,0.30111164813919766,Mint Sauce,3.724831717563094,0.04650294842128835,240
Mango Chutney,0.33251833740831294,Mint Sauce,3.0449406467936897,0.010151526461148018,241
Mango Chutney,0.1014983083615273,Mint Sauce,3.7876680699704215,0.015675151153243264,242
Mango Chutney,0.49826989619377166,Mint Sauce,4.562762678952808,0.010748675076509666,243
Mango Chutney,0.4444444444444445,Mint Sauce,4.069871648819017,0.003284317384489065,244
Mango Chutney,0.5714285714285714,Mint Sauce,5.232692119910165,0.004180040307531537,245
Mango Chutney,0.4285714285714286,Mint Sauce,3.9245190899326237,0.005150406807494215,246
Mixed Starter,0.5290697674418604,Mango Chutney,3.4257842795643323,0.006792565499738747,247
Mushroom Bhajee,0.1782477341389728,Mango Chutney,4.0820254602731945,0.004403971038292155,248
Mango Chutney,0.882882882882883,Plain Papadum,3.289205223020574,0.0073150705381801896,249
Onion Chutney,0.10077519379844961,Mango Chutney,5.172740503133446,0.007762931999701426,250
Mango Chutney,0.28274528757854034,Onion Chutney,3.6704831566760707,0.04366649249832052,251
Mango Chutney,0.16288061865635572,Red Sauce,3.28137089945744,0.02515488542210943,252
Mango Chutney,0.10488158530691154,Onion Chutney,4.7469547241780194,0.016197656191684704,253
Red Sauce,0.19398496240601504,Mango Chutney,4.716545447102329,0.009629021422706576,254
Onion Chutney,0.10271317829457363,Mango Chutney,4.023533478398838,0.007912219153541837,255
Mango Chutney,0.13823102948284194,Onion Chutney,4.398767463139272,0.02134806299917892,256
Onion Chutney,0.18992248062015504,Mango Chutney,3.63484496124031,0.014630141076360379,257
Mango Chutney,0.23827936201063316,Onion Chutney,4.087360579841809,0.03679928342166157,258
Onion Chutney,0.125,Mango Chutney,4.094437652811735,0.009629021422706576,259
Onion Chutney,0.19089147286821703,Mango Chutney,7.588644100936212,0.014704784653280584,260
Mango Chutney,0.33564013840830453,Onion Chutney,4.357142378155093,0.007240426961259983,261
Mango Chutney,0.4591836734693877,Onion Chutney,5.960933792121499,0.0033589609614092706,262
Spicy Papadum,0.14442013129102843,Mango Chutney,3.307344442574202,0.004926476076733597,263
Mango Chutney,0.86,Plain Papadum,3.2039543937708563,0.0032096738075688587,264
Mango Chutney,0.13194780086998548,Peshwari Naan,3.3352918646324445,0.020377696499216242,265
Red Sauce,0.12030075187969924,Mango Chutney,4.712482961790441,0.005971486153616481,266
Red Sauce,0.2646616541353383,Mango Chutney,3.599667188275256,0.01313726953795626,267
Pilau Rice,0.5542168674698795,Mango Chutney,3.588614486947306,0.0068672090766589535,268
Red Sauce,0.16240601503759397,Mango Chutney,3.108219119226638,0.00806150630738225,269
Plain Naan,0.5,Mango Chutney,3.2375543740937647,0.003284317384489065,270
Mango Chutney,0.8181818181818181,Plain Papadum,3.0481595712407725,0.0033589609614092706,271
Mango Chutney,0.13194780086998548,Red Sauce,3.486597018254823,0.020377696499216242,272
Plain Papadum,0.6,Mango Chutney,3.8850652489125177,0.0031350302306486525,273
Mango Chutney,0.11358144030932817,Plain Papadum,3.5887984807171454,0.017541240576248413,274
Plain Papadum,0.5,Mango Chutney,3.2375543740937647,0.005523624692095245,275
Mango Chutney,0.846938775510204,Plain Papadum,3.1552944314544504,0.006195416884377099,276
Mango Chutney,0.894736842105263,Plain Papadum,3.333367484339324,0.0038068224229305067,277
Mango Chutney,0.15647921760391198,Red Sauce,3.152409140209938,0.004777188922893185,278
Red Sauce,0.118796992481203,Mango Chutney,5.507001066680542,0.005896842576696275,279
Mango Chutney,0.13056379821958455,Spicy Papadum,3.8274906011986305,0.003284317384489065,280
Mint Sauce,0.5056179775280898,Onion Chutney,6.563724849751763,0.0033589609614092706,281
Mint Sauce,0.8426966292134831,Plain Papadum,3.139490195098174,0.005598268269015451,282
Mint Sauce,0.5168539325842696,Red Sauce,10.412469375686404,0.0034336045383294767,283
Meat Samosa,0.2781456953642384,Tandoori Roti,8.207748636111678,0.0031350302306486525,284
Vegetable Roll,0.2727272727272727,Meat Samosa,3.065207443563148,0.005822198999776069,285
Vegetable Roll,0.21328671328671328,Onion Bhajee,8.453852360657093,0.004553258192132567,286
Onion Chutney,0.5256410256410257,Red Sauce,10.589492963177173,0.003060386653728447,287
Meat Samosa,0.2129277566539924,Red Sauce,4.289613768260956,0.004180040307531537,288
Mixed Starter,0.8452380952380952,Plain Papadum,3.1489584988611683,0.005299693961334627,289
Mushroom Bhajee,0.1661631419939577,Onion Chutney,4.637682527693857,0.004105396730611331,290
Mushroom Bhajee,0.1419939577039275,Pilau Rice,3.058348957169641,0.003508248115249683,291
Mushroom Bhajee,0.2809667673716012,Mint Sauce,3.4756341481785236,0.00694185265357916,292
Mushroom Bhajee,0.12386706948640484,Mint Sauce,5.969234280249517,0.003060386653728447,293
Mint Sauce,0.37786259541984735,Onion Chutney,4.905256967867921,0.007389714115100396,294
Mint Sauce,0.14285714285714285,Mushroom Rice,3.866378066378066,0.015600507576323057,295
Mint Sauce,0.25190839694656486,Red Sauce,5.074912472019744,0.004926476076733597,296
Mint Sauce,0.328092959671907,Onion Chutney,4.259168004578041,0.035828916921698886,297
Mint Sauce,0.2453861927546138,Red Sauce,4.943517029073024,0.02679704411435396,298
Mint Sauce,0.11551606288448393,Onion Chutney,5.228272616430511,0.012614764499514817,299
Mint Sauce,0.20164046479835954,Onion Bhajee,3.035255401015306,0.022019855191460776,300
Red Sauce,0.18195488721804512,Mint Sauce,6.517779743476338,0.009031872807344929,301
Onion Bhajee,0.34099616858237547,Mint Sauce,3.12257393745597,0.006643278345898336,302
Mint Sauce,0.3529411764705882,Onion Chutney,4.581737346101231,0.007165783384339777,303
Mint Sauce,0.15652768284347232,Onion Chutney,4.981000871862229,0.017093379114727178,304
Onion Chutney,0.13178294573643412,Mint Sauce,4.163905952903321,0.010151526461148018,305
Mint Sauce,0.2850307587149692,Onion Chutney,4.889317637009529,0.031126371575725908,306
Mint Sauce,0.3705035971223022,Onion Chutney,4.809725475433607,0.0076882884227812195,307
